"gene_id","ko_id"
"TRINITY_DN400580_c0_g1_i1.p1","K07760"
"TRINITY_DN270892_c0_g1_i1.p1","K07767"
"TRINITY_DN20342_c2_g1_i1.p1","K07827"
"TRINITY_DN11247_c0_g1_i1.p1","K07836"
"TRINITY_DN155340_c0_g1_i1.p1","K07874"
"TRINITY_DN66904_c0_g3_i5.p1","K07876"
"TRINITY_DN58553_c0_g1_i1.p1","K07877"
"TRINITY_DN3570_c0_g1_i6.p1","K07880"
"TRINITY_DN41_c0_g2_i1.p1","K07889"
"TRINITY_DN38739_c0_g2_i2.p1","K07890"
"TRINITY_DN22833_c0_g1_i1.p1","K07893"
"TRINITY_DN41_c0_g4_i1.p1","K07897"
"TRINITY_DN80662_c0_g1_i8.p1","K07901"
"TRINITY_DN21044_c0_g4_i1.p1","K07903"
"TRINITY_DN381112_c0_g1_i2.p1","K07904"
"TRINITY_DN410274_c0_g1_i1.p1","K07910"
"TRINITY_DN42342_c0_g1_i2.p1","K07912"
"TRINITY_DN445588_c0_g1_i1.p1","K07915"
"TRINITY_DN209307_c0_g1_i2.p1","K07918"
"TRINITY_DN30220_c1_g5_i1.p1","K07931"
"TRINITY_DN9666_c0_g1_i1.p1","K07934"
"TRINITY_DN358610_c0_g1_i1.p1","K07935"
"TRINITY_DN264305_c0_g1_i3.p1","K07936"
"TRINITY_DN448093_c0_g1_i1.p1","K07937"
"TRINITY_DN387373_c0_g1_i1.p1","K07942"
"TRINITY_DN19879_c0_g2_i3.p1","K07943"
"TRINITY_DN496_c0_g2_i4.p1","K07944"
"TRINITY_DN98981_c0_g2_i1.p1","K07951"
"TRINITY_DN14507_c0_g1_i1.p1","K07953"
"TRINITY_DN163577_c0_g1_i1.p1","K07955"
"TRINITY_DN64996_c0_g1_i4.p1","K07964"
"TRINITY_DN333516_c0_g1_i1.p1","K08008"
"TRINITY_DN42541_c0_g1_i1.p1","K08057"
"TRINITY_DN108598_c0_g1_i3.p1","K08059"
"TRINITY_DN103407_c0_g1_i1.p1","K08069"
"TRINITY_DN262316_c0_g1_i1.p1","K08073"
"TRINITY_DN49823_c0_g1_i1.p1","K08076"
"TRINITY_DN43935_c0_g1_i1.p1","K08081"
"TRINITY_DN409326_c0_g1_i1.p1","K08099"
"TRINITY_DN262877_c0_g1_i1.p1","K08137"
"TRINITY_DN13459_c0_g1_i2.p1","K08139"
"TRINITY_DN55653_c0_g1_i1.p1","K08150"
"TRINITY_DN42368_c0_g1_i2.p1","K08151"
"TRINITY_DN54747_c0_g1_i1.p1","K08176"
"TRINITY_DN222986_c0_g1_i1.p1","K08177"
"TRINITY_DN80341_c0_g1_i2.p1","K08193"
"TRINITY_DN386803_c0_g1_i1.p1","K08211"
"TRINITY_DN151122_c0_g1_i1.p1","K08214"
"TRINITY_DN23153_c0_g2_i1.p1","K08220"
"TRINITY_DN56121_c0_g2_i1.p1","K08230"
"TRINITY_DN80999_c0_g2_i1.p1","K08232"
"TRINITY_DN460764_c0_g1_i1.p1","K08245"
"TRINITY_DN39270_c0_g2_i2.p1","K08269"
"TRINITY_DN263005_c0_g1_i3.p1","K08272"
"TRINITY_DN110209_c0_g1_i1.p1","K08287"
"TRINITY_DN27994_c1_g1_i1.p1","K08288"
"TRINITY_DN17034_c0_g1_i1.p1","K08292"
"TRINITY_DN461046_c0_g1_i2.p1","K08302"
"TRINITY_DN332106_c0_g1_i1.p1","K08311"
"TRINITY_DN201686_c0_g1_i2.p1","K08333"
"TRINITY_DN76811_c0_g1_i1.p1","K08334"
"TRINITY_DN154534_c0_g1_i1.p1","K08339"
"TRINITY_DN20172_c0_g2_i1.p1","K08341"
"TRINITY_DN86413_c0_g1_i1.p1","K08342"
"TRINITY_DN8185_c0_g1_i2.p1","K08343"
"TRINITY_DN393932_c0_g1_i3.p1","K08368"
"TRINITY_DN99133_c0_g1_i1.p1","K08369"
"TRINITY_DN55535_c0_g1_i1.p1","K08486"
"TRINITY_DN128810_c0_g2_i2.p1","K08488"
"TRINITY_DN145364_c0_g1_i1.p1","K08489"
"TRINITY_DN39459_c0_g1_i1.p1","K08493"
"TRINITY_DN338678_c0_g1_i1.p1","K08495"
"TRINITY_DN32996_c0_g1_i1.p1","K08496"
"TRINITY_DN407167_c0_g1_i1.p1","K08504"
"TRINITY_DN123461_c0_g1_i3.p1","K08515"
"TRINITY_DN62818_c0_g1_i1.p1","K08516"
"TRINITY_DN161401_c0_g1_i1.p1","K08517"
"TRINITY_DN6286_c0_g1_i1.p1","K08568"
"TRINITY_DN6177_c0_g2_i1.p1","K08571"
"TRINITY_DN13788_c0_g1_i5.p1","K08576"
"TRINITY_DN65868_c0_g2_i2.p1","K08581"
"TRINITY_DN134374_c0_g2_i1.p1","K08582"
"TRINITY_DN46735_c0_g2_i1.p1","K08592"
"TRINITY_DN159119_c0_g1_i1.p1","K08596"
"TRINITY_DN84153_c0_g2_i4.p1","K08597"
"TRINITY_DN78486_c0_g1_i4.p1","K08606"
"TRINITY_DN3717_c1_g1_i2.p1","K08624"
"TRINITY_DN127909_c0_g1_i3.p1","K08635"
"TRINITY_DN44733_c0_g1_i2.p1","K08637"
"TRINITY_DN415155_c0_g1_i1.p1","K08646"
"TRINITY_DN214880_c0_g1_i1.p1","K08647"
"TRINITY_DN71800_c0_g2_i3.p1","K08651"
"TRINITY_DN48532_c0_g1_i1.p1","K08658"
"TRINITY_DN269550_c0_g1_i1.p1","K08677"
"TRINITY_DN458798_c0_g1_i1.p1","K08679"
"TRINITY_DN21349_c0_g1_i1.p1","K08691"
"TRINITY_DN147057_c0_g1_i1.p1","K08715"
"TRINITY_DN207637_c0_g1_i1.p1","K08730"
"TRINITY_DN223292_c0_g1_i2.p1","K08735"
"TRINITY_DN53651_c0_g1_i2.p1","K08737"
"TRINITY_DN7408_c0_g1_i5.p1","K08738"
"TRINITY_DN291348_c0_g1_i1.p1","K08741"
"TRINITY_DN104464_c0_g1_i1.p1","K08762"
"TRINITY_DN348765_c0_g1_i1.p1","K08764"
"TRINITY_DN19017_c0_g1_i1.p1","K08770"
"TRINITY_DN28743_c0_g1_i2.p1","K08776"
"TRINITY_DN71998_c0_g1_i1.p1","K08781"
"TRINITY_DN127307_c0_g2_i1.p1","K08790"
"TRINITY_DN219661_c0_g1_i1.p1","K08794"
"TRINITY_DN325579_c0_g1_i1.p1","K08795"
"TRINITY_DN47637_c1_g2_i2.p1","K08798"
"TRINITY_DN46732_c1_g1_i10.p1","K08799"
"TRINITY_DN107553_c0_g1_i2.p1","K08805"
"TRINITY_DN130273_c0_g1_i2.p1","K08811"
"TRINITY_DN67259_c0_g1_i2.p1","K08818"
"TRINITY_DN27604_c0_g2_i2.p1","K08819"
"TRINITY_DN26384_c0_g1_i3.p1","K08827"
"TRINITY_DN50504_c0_g1_i1.p1","K08829"
"TRINITY_DN60377_c0_g1_i1.p1","K08832"
"TRINITY_DN106278_c0_g1_i3.p1","K08837"
"TRINITY_DN224563_c0_g1_i1.p1","K08838"
"TRINITY_DN51811_c0_g3_i3.p1","K08844"
"TRINITY_DN81870_c0_g1_i4.p1","K08850"
"TRINITY_DN88196_c0_g1_i3.p1","K08853"
"TRINITY_DN140082_c0_g1_i1.p1","K08856"
"TRINITY_DN46850_c0_g1_i4.p1","K08857"
"TRINITY_DN9451_c0_g1_i1.p1","K08864"
"TRINITY_DN63270_c0_g2_i4.p1","K08866"
"TRINITY_DN19615_c1_g1_i9.p1","K08867"
"TRINITY_DN107258_c0_g2_i2.p1","K08869"
"TRINITY_DN139883_c0_g1_i1.p1","K08870"
"TRINITY_DN91945_c0_g1_i1.p1","K08876"
"TRINITY_DN38876_c0_g1_i4.p1","K08900"
"TRINITY_DN28070_c0_g1_i1.p1","K08901"
"TRINITY_DN28111_c0_g1_i2.p1","K08902"
"TRINITY_DN25573_c0_g1_i1.p1","K08903"
"TRINITY_DN34003_c0_g2_i8.p1","K08912"
"TRINITY_DN94547_c1_g2_i1.p1","K08955"
"TRINITY_DN230201_c0_g1_i1.p1","K08956"
"TRINITY_DN32597_c0_g1_i1.p1","K08959"
"TRINITY_DN33244_c0_g2_i3.p1","K08961"
"TRINITY_DN351628_c0_g1_i1.p1","K08963"
"TRINITY_DN448872_c0_g1_i1.p1","K08991"
"TRINITY_DN150334_c0_g1_i1.p1","K08994"
"TRINITY_DN55694_c0_g2_i2.p1","K08997"
"TRINITY_DN278771_c0_g1_i1.p1","K09005"
"TRINITY_DN56465_c0_g1_i1.p1","K09014"
"TRINITY_DN63126_c0_g1_i1.p1","K09020"
"TRINITY_DN35443_c0_g2_i1.p1","K09022"
"TRINITY_DN285449_c0_g1_i1.p1","K09157"
"TRINITY_DN95132_c1_g1_i1.p1","K09166"
"TRINITY_DN25055_c0_g1_i1.p1","K09272"
"TRINITY_DN84240_c0_g1_i1.p1","K09313"
"TRINITY_DN272875_c0_g1_i1.p1","K09458"
"TRINITY_DN13877_c0_g1_i1.p1","K09459"
"TRINITY_DN168736_c0_g1_i1.p1","K09478"
"TRINITY_DN18841_c0_g2_i2.p1","K09480"
"TRINITY_DN4250_c0_g1_i10.p2","K09481"
"TRINITY_DN10291_c1_g1_i1.p1","K09487"
"TRINITY_DN14618_c0_g2_i1.p1","K09488"
"TRINITY_DN122721_c0_g2_i1.p1","K09489"
"TRINITY_DN1437_c0_g1_i12.p1","K09490"
"TRINITY_DN4084_c0_g1_i1.p1","K09493"
"TRINITY_DN1173_c0_g1_i6.p1","K09494"
"TRINITY_DN911_c0_g3_i1.p1","K09495"
"TRINITY_DN26472_c0_g1_i1.p1","K09496"
"TRINITY_DN269304_c0_g1_i1.p1","K09497"
"TRINITY_DN263136_c0_g1_i1.p1","K09498"
"TRINITY_DN9796_c0_g1_i4.p1","K09499"
"TRINITY_DN546_c0_g2_i2.p1","K09500"
"TRINITY_DN59570_c0_g2_i2.p1","K09503"
"TRINITY_DN27886_c0_g1_i1.p1","K09506"
"TRINITY_DN406373_c0_g1_i1.p1","K09508"
"TRINITY_DN66579_c0_g1_i2.p1","K09509"
"TRINITY_DN128968_c0_g2_i1.p1","K09510"
"TRINITY_DN225460_c0_g1_i1.p1","K09512"
"TRINITY_DN56363_c0_g1_i1.p1","K09516"
"TRINITY_DN280127_c0_g1_i1.p1","K09518"
"TRINITY_DN16942_c0_g2_i1.p1","K09522"
"TRINITY_DN133574_c0_g1_i10.p2","K09527"
"TRINITY_DN52550_c0_g1_i1.p1","K09529"
"TRINITY_DN52305_c0_g1_i1.p1","K09537"
"TRINITY_DN468916_c0_g1_i1.p1","K09539"
"TRINITY_DN3678_c0_g2_i1.p1","K09540"
"TRINITY_DN39797_c1_g1_i1.p1","K09549"
"TRINITY_DN60358_c0_g1_i1.p1","K09550"
"TRINITY_DN10113_c0_g1_i11.p1","K09553"
"TRINITY_DN114314_c0_g1_i1.p1","K09554"
"TRINITY_DN24074_c0_g1_i1.p1","K09560"
"TRINITY_DN60210_c0_g1_i1.p1","K09561"
"TRINITY_DN42402_c0_g1_i1.p1","K09562"
"TRINITY_DN99655_c0_g2_i1.p1","K09564"
"TRINITY_DN261676_c0_g1_i1.p1","K09565"
"TRINITY_DN55353_c1_g1_i4.p1","K09566"
"TRINITY_DN404364_c0_g1_i1.p2","K09567"
"TRINITY_DN389787_c0_g1_i1.p1","K09568"
"TRINITY_DN14719_c0_g1_i1.p1","K09571"
"TRINITY_DN339806_c0_g1_i1.p1","K09574"
"TRINITY_DN474082_c0_g1_i1.p1","K09577"
"TRINITY_DN384076_c0_g1_i1.p1","K09578"
"TRINITY_DN17426_c0_g1_i4.p1","K09580"
"TRINITY_DN25527_c0_g4_i1.p1","K09582"
"TRINITY_DN112453_c0_g2_i1.p1","K09584"
"TRINITY_DN66618_c0_g1_i1.p1","K09586"
"TRINITY_DN94946_c1_g1_i2.p1","K09592"
"TRINITY_DN70613_c0_g2_i3.p1","K09595"
"TRINITY_DN36937_c0_g2_i1.p1","K09597"
"TRINITY_DN134461_c0_g2_i1.p1","K09598"
"TRINITY_DN74412_c0_g2_i2.p1","K09602"
"TRINITY_DN37370_c0_g1_i1.p1","K09613"
"TRINITY_DN60110_c0_g2_i1.p1","K09645"
"TRINITY_DN276980_c0_g1_i1.p1","K09647"
"TRINITY_DN144689_c0_g1_i2.p1","K09649"
"TRINITY_DN70640_c0_g1_i4.p2","K09660"
"TRINITY_DN449404_c0_g1_i1.p1","K09667"
"TRINITY_DN390958_c0_g1_i1.p1","K09673"
"TRINITY_DN64278_c0_g2_i1.p1","K09680"
"TRINITY_DN279312_c0_g1_i1.p1","K09699"
"TRINITY_DN156369_c0_g1_i1.p1","K09704"
"TRINITY_DN338434_c0_g1_i1.p1","K09710"
"TRINITY_DN120613_c0_g1_i1.p1","K09748"
"TRINITY_DN36862_c0_g1_i2.p1","K09754"
"TRINITY_DN91780_c0_g1_i5.p1","K09822"
"TRINITY_DN103720_c0_g2_i1.p1","K09828"
"TRINITY_DN88580_c0_g1_i1.p1","K09837"
"TRINITY_DN389888_c0_g1_i1.p1","K09838"
"TRINITY_DN61600_c0_g1_i1.p1","K09839"
"TRINITY_DN126138_c0_g1_i1.p1","K09848"
"TRINITY_DN158117_c0_g1_i1.p1","K09858"
"TRINITY_DN8022_c0_g1_i2.p1","K09864"
"TRINITY_DN335207_c0_g1_i1.p1","K09873"
"TRINITY_DN65047_c0_g1_i1.p1","K09935"
"TRINITY_DN149107_c0_g1_i1.p1","K09946"
"TRINITY_DN52765_c2_g1_i2.p1","K09955"
"TRINITY_DN4683_c1_g1_i5.p1","K09966"
"TRINITY_DN201555_c0_g1_i1.p1","K09967"
"TRINITY_DN120701_c0_g2_i1.p1","K09990"
"TRINITY_DN119785_c0_g1_i1.p1","K10027"
"TRINITY_DN6226_c0_g2_i3.p1","K10046"
"TRINITY_DN52621_c1_g1_i2.p1","K10084"
"TRINITY_DN28112_c0_g1_i1.p1","K10086"
"TRINITY_DN46036_c0_g1_i1.p1","K10134"
"TRINITY_DN389037_c0_g1_i1.p1","K10144"
"TRINITY_DN332818_c0_g1_i1.p1","K10157"
"TRINITY_DN53332_c0_g2_i4.p1","K10203"
"TRINITY_DN297723_c0_g1_i1.p1","K10210"
"TRINITY_DN22413_c0_g3_i1.p1","K10215"
"TRINITY_DN384024_c0_g1_i1.p1","K10218"
"TRINITY_DN111989_c0_g3_i1.p1","K10223"
"TRINITY_DN77456_c1_g1_i1.p1","K10226"
"TRINITY_DN146475_c0_g1_i1.p1","K10236"
"TRINITY_DN5208_c0_g2_i1.p1","K10249"
"TRINITY_DN459242_c0_g1_i1.p1","K10251"
"TRINITY_DN325559_c0_g1_i2.p1","K10252"
"TRINITY_DN124802_c0_g1_i2.p1","K10290"
"TRINITY_DN104155_c0_g2_i2.p1","K10300"
"TRINITY_DN63851_c0_g2_i4.p1","K10352"
"TRINITY_DN5949_c0_g1_i3.p1","K10353"
"TRINITY_DN4067_c4_g1_i3.p1","K10355"
"TRINITY_DN81137_c0_g1_i2.p1","K10356"
"TRINITY_DN32062_c0_g2_i1.p1","K10357"
"TRINITY_DN27504_c0_g1_i2.p1","K10358"
"TRINITY_DN101174_c1_g1_i1.p1","K10359"
"TRINITY_DN141830_c0_g1_i1.p1","K10364"
"TRINITY_DN338006_c0_g1_i1.p1","K10365"
"TRINITY_DN86263_c0_g1_i12.p1","K10392"
"TRINITY_DN263012_c0_g1_i2.p1","K10393"
"TRINITY_DN447150_c0_g1_i1.p1","K10394"
"TRINITY_DN54529_c0_g2_i6.p1","K10396"
"TRINITY_DN18911_c1_g2_i2.p1","K10397"
"TRINITY_DN60616_c0_g1_i1.p1","K10398"
"TRINITY_DN119638_c0_g1_i3.p1","K10400"
"TRINITY_DN55034_c0_g4_i1.p1","K10401"
"TRINITY_DN84335_c0_g2_i1.p1","K10405"
"TRINITY_DN35831_c0_g1_i3.p1","K10406"
"TRINITY_DN31150_c0_g6_i2.p1","K10408"
"TRINITY_DN7288_c1_g1_i1.p1","K10409"
"TRINITY_DN52768_c0_g2_i1.p1","K10410"
"TRINITY_DN49975_c0_g1_i1.p1","K10411"
"TRINITY_DN427420_c0_g1_i2.p2","K10412"
"TRINITY_DN88101_c0_g1_i4.p2","K10413"
"TRINITY_DN70415_c0_g2_i1.p2","K10415"
"TRINITY_DN62023_c0_g1_i2.p1","K10416"
"TRINITY_DN382814_c0_g1_i1.p1","K10417"
"TRINITY_DN4925_c0_g1_i5.p1","K10418"
"TRINITY_DN51266_c0_g1_i1.p1","K10419"
"TRINITY_DN3160_c0_g3_i1.p1","K10420"
"TRINITY_DN48447_c1_g1_i3.p1","K10421"
"TRINITY_DN207239_c0_g1_i1.p1","K10423"
"TRINITY_DN146941_c0_g1_i1.p1","K10424"
"TRINITY_DN290135_c0_g1_i1.p1","K10427"
"TRINITY_DN8117_c0_g4_i1.p2","K10428"
"TRINITY_DN81519_c0_g1_i3.p1","K10436"
"TRINITY_DN453651_c0_g1_i2.p1","K10443"
"TRINITY_DN83971_c0_g2_i4.p1","K10457"
"TRINITY_DN386925_c0_g1_i1.p1","K10481"
"TRINITY_DN128883_c0_g1_i1.p1","K10523"
"TRINITY_DN332826_c0_g1_i1.p1","K10532"
"TRINITY_DN462_c0_g2_i2.p1","K10534"
"TRINITY_DN324931_c0_g1_i1.p1","K10563"
"TRINITY_DN469274_c0_g1_i1.p1","K10569"
"TRINITY_DN69299_c0_g2_i1.p1","K10570"
"TRINITY_DN58893_c1_g1_i1.p1","K10573"
"TRINITY_DN1268_c0_g3_i1.p2","K10575"
"TRINITY_DN415421_c0_g1_i2.p1","K10577"
"TRINITY_DN347239_c0_g1_i2.p1","K10579"
"TRINITY_DN68055_c2_g1_i3.p1","K10580"
"TRINITY_DN35198_c0_g1_i1.p1","K10581"
"TRINITY_DN35063_c0_g1_i1.p1","K10582"
"TRINITY_DN69347_c0_g1_i1.p1","K10583"
"TRINITY_DN111793_c0_g1_i1.p1","K10585"
"TRINITY_DN34549_c0_g1_i1.p1","K10587"
"TRINITY_DN12275_c0_g1_i1.p1","K10590"
"TRINITY_DN66099_c0_g1_i1.p1","K10592"
"TRINITY_DN93012_c1_g1_i69.p1","K10595"
"TRINITY_DN107673_c0_g1_i2.p1","K10597"
"TRINITY_DN261734_c0_g1_i2.p1","K10598"
"TRINITY_DN87975_c0_g2_i1.p1","K10601"
"TRINITY_DN133695_c0_g1_i1.p1","K10609"
"TRINITY_DN322200_c0_g1_i1.p1","K10610"
"TRINITY_DN53403_c0_g3_i4.p1","K10614"
"TRINITY_DN60271_c0_g2_i1.p1","K10615"
"TRINITY_DN41260_c0_g2_i2.p1","K10632"
"TRINITY_DN10205_c0_g2_i1.p1","K10640"
"TRINITY_DN381136_c0_g1_i1.p1","K10644"
"TRINITY_DN18315_c0_g2_i12.p7","K10666"
"TRINITY_DN84155_c0_g2_i1.p1","K10669"
"TRINITY_DN19406_c0_g1_i2.p1","K10677"
"TRINITY_DN337136_c0_g1_i1.p1","K10680"
"TRINITY_DN34501_c0_g1_i1.p1","K10685"
"TRINITY_DN160937_c0_g1_i1.p1","K10686"
"TRINITY_DN98119_c0_g1_i2.p1","K10688"
"TRINITY_DN390243_c0_g1_i2.p1","K10693"
"TRINITY_DN40317_c1_g1_i2.p1","K10704"
"TRINITY_DN32509_c0_g1_i2.p1","K10706"
"TRINITY_DN140314_c0_g1_i1.p1","K10716"
"TRINITY_DN335434_c0_g1_i1.p1","K10728"
"TRINITY_DN14383_c0_g1_i1.p1","K10730"
"TRINITY_DN353201_c0_g1_i1.p1","K10732"
"TRINITY_DN3000_c0_g4_i1.p1","K10735"
"TRINITY_DN102973_c0_g1_i4.p1","K10737"
"TRINITY_DN260421_c0_g1_i1.p1","K10738"
"TRINITY_DN45894_c0_g1_i3.p1","K10746"
"TRINITY_DN212236_c0_g1_i3.p1","K10747"
"TRINITY_DN139507_c0_g1_i1.p1","K10752"
"TRINITY_DN157621_c0_g1_i1.p1","K10753"
"TRINITY_DN133987_c0_g1_i2.p1","K10754"
"TRINITY_DN752_c0_g2_i1.p1","K10755"
"TRINITY_DN342583_c0_g1_i1.p1","K10756"
"TRINITY_DN91390_c0_g2_i1.p1","K10758"
"TRINITY_DN331460_c0_g1_i1.p1","K10761"
"TRINITY_DN18957_c0_g1_i1.p1","K10767"
"TRINITY_DN107426_c0_g1_i5.p1","K10768"
"TRINITY_DN17740_c0_g1_i1.p1","K10770"
"TRINITY_DN405029_c0_g1_i4.p1","K10773"
"TRINITY_DN327125_c0_g1_i1.p1","K10777"
"TRINITY_DN33630_c0_g1_i1.p1","K10798"
"TRINITY_DN323942_c0_g1_i1.p1","K10801"
"TRINITY_DN19036_c0_g1_i3.p1","K10804"
"TRINITY_DN1010_c0_g1_i6.p1","K10807"
"TRINITY_DN1632_c0_g1_i9.p1","K10808"
"TRINITY_DN70348_c0_g1_i15.p1","K10838"
"TRINITY_DN47326_c0_g1_i1.p1","K10839"
"TRINITY_DN4448_c0_g3_i1.p1","K10840"
"TRINITY_DN32925_c0_g2_i1.p1","K10841"
"TRINITY_DN66963_c0_g1_i2.p1","K10842"
"TRINITY_DN43250_c0_g2_i1.p1","K10843"
"TRINITY_DN89534_c0_g2_i3.p1","K10844"
"TRINITY_DN42566_c0_g2_i5.p1","K10846"
"TRINITY_DN121781_c1_g1_i3.p1","K10848"
"TRINITY_DN8686_c0_g2_i1.p1","K10858"
"TRINITY_DN203652_c0_g1_i1.p1","K10865"
"TRINITY_DN42291_c0_g1_i1.p1","K10867"
"TRINITY_DN263936_c0_g1_i1.p1","K10875"
"TRINITY_DN385567_c0_g1_i2.p1","K10884"
"TRINITY_DN15733_c0_g1_i2.p1","K10885"
"TRINITY_DN203535_c0_g1_i1.p1","K10899"
"TRINITY_DN24120_c0_g2_i2.p1","K10900"
"TRINITY_DN474096_c0_g1_i1.p1","K10904"
"TRINITY_DN25712_c0_g1_i1.p1","K10949"
"TRINITY_DN143287_c0_g1_i1.p1","K10950"
"TRINITY_DN110441_c0_g2_i1.p1","K10956"
"TRINITY_DN31167_c0_g1_i5.p1","K10981"
"TRINITY_DN128467_c0_g1_i9.p1","K11000"
"TRINITY_DN174226_c0_g1_i1.p1","K11068"
"TRINITY_DN2112_c0_g1_i1.p1","K11086"
"TRINITY_DN14572_c0_g1_i2.p1","K11087"
"TRINITY_DN4684_c0_g2_i1.p1","K11088"
"TRINITY_DN18313_c0_g1_i1.p1","K11091"
"TRINITY_DN30423_c0_g1_i1.p1","K11092"
"TRINITY_DN111_c1_g2_i2.p1","K11093"
"TRINITY_DN13905_c0_g1_i1.p1","K11094"
"TRINITY_DN83279_c0_g2_i1.p1","K11096"
"TRINITY_DN94_c0_g4_i1.p1","K11097"
"TRINITY_DN705_c0_g1_i4.p1","K11101"
"TRINITY_DN140551_c0_g1_i1.p1","K11103"
"TRINITY_DN450369_c0_g1_i1.p1","K11108"
"TRINITY_DN385885_c0_g1_i2.p1","K11121"
"TRINITY_DN30727_c0_g1_i1.p1","K11127"
"TRINITY_DN26604_c0_g3_i1.p1","K11128"
"TRINITY_DN16874_c0_g1_i2.p1","K11129"
"TRINITY_DN19200_c1_g1_i1.p1","K11131"
"TRINITY_DN207531_c0_g1_i1.p1","K11136"
"TRINITY_DN6487_c0_g2_i1.p1","K11143"
"TRINITY_DN39613_c0_g1_i1.p1","K11150"
"TRINITY_DN46914_c0_g1_i3.p1","K11153"
"TRINITY_DN387997_c0_g1_i1.p1","K11161"
"TRINITY_DN382267_c0_g1_i1.p1","K11163"
"TRINITY_DN74736_c0_g1_i1.p1","K11166"
"TRINITY_DN54171_c0_g1_i1.p1","K11168"
"TRINITY_DN6016_c0_g4_i2.p1","K11169"
"TRINITY_DN324032_c0_g1_i1.p1","K11187"
"TRINITY_DN261451_c0_g1_i1.p1","K11188"
"TRINITY_DN129762_c0_g1_i1.p1","K11204"
"TRINITY_DN104445_c0_g1_i1.p1","K11206"
"TRINITY_DN448792_c0_g1_i1.p1","K11209"
"TRINITY_DN6929_c0_g1_i2.p1","K11251"
"TRINITY_DN3207_c0_g3_i1.p1","K11252"
"TRINITY_DN29238_c0_g1_i2.p1","K11253"
"TRINITY_DN126424_c0_g1_i1.p1","K11254"
"TRINITY_DN390459_c0_g1_i1.p1","K11259"
"TRINITY_DN127272_c0_g1_i2.p1","K11262"
"TRINITY_DN386212_c0_g1_i1.p1","K11264"
"TRINITY_DN7822_c0_g2_i2.p1","K11267"
"TRINITY_DN159363_c0_g1_i1.p1","K11273"
"TRINITY_DN9433_c0_g1_i2.p1","K11274"
"TRINITY_DN5154_c0_g1_i2.p1","K11279"
"TRINITY_DN3120_c0_g2_i1.p1","K11290"
"TRINITY_DN4271_c0_g2_i17.p1","K11292"
"TRINITY_DN42314_c0_g1_i1.p1","K11294"
"TRINITY_DN1944_c0_g1_i8.p1","K11295"
"TRINITY_DN288387_c0_g1_i1.p1","K11323"
"TRINITY_DN32855_c0_g4_i1.p1","K11338"
"TRINITY_DN172178_c0_g1_i2.p1","K11352"
"TRINITY_DN314470_c0_g1_i1.p1","K11368"
"TRINITY_DN14616_c0_g2_i1.p1","K11406"
"TRINITY_DN44957_c0_g1_i1.p1","K11411"
"TRINITY_DN388861_c0_g1_i2.p1","K11412"
"TRINITY_DN46067_c0_g2_i3.p1","K11413"
"TRINITY_DN181819_c0_g1_i1.p1","K11414"
"TRINITY_DN87269_c0_g1_i2.p1","K11416"
"TRINITY_DN128296_c0_g1_i2.p1","K11417"
"TRINITY_DN466665_c0_g1_i1.p1","K11434"
"TRINITY_DN176277_c0_g1_i1.p1","K11437"
"TRINITY_DN473937_c0_g1_i1.p1","K11438"
"TRINITY_DN394701_c0_g1_i1.p1","K11479"
"TRINITY_DN18598_c0_g1_i1.p1","K11481"
"TRINITY_DN281382_c0_g1_i2.p1","K11490"
"TRINITY_DN137606_c0_g1_i3.p1","K11491"
"TRINITY_DN110941_c0_g1_i1.p1","K11492"
"TRINITY_DN35310_c0_g2_i2.p1","K11493"
"TRINITY_DN1283_c0_g1_i15.p1","K11494"
"TRINITY_DN28885_c0_g3_i1.p1","K11495"
"TRINITY_DN39981_c0_g1_i3.p1","K11498"
"TRINITY_DN447341_c0_g1_i1.p1","K11517"
"TRINITY_DN330598_c0_g1_i1.p1","K11518"
"TRINITY_DN53132_c0_g1_i1.p1","K11538"
"TRINITY_DN444474_c0_g1_i2.p1","K11578"
"TRINITY_DN54254_c0_g1_i1.p1","K11583"
"TRINITY_DN59284_c0_g1_i1.p1","K11584"
"TRINITY_DN160404_c0_g1_i1.p1","K11592"
"TRINITY_DN98963_c0_g2_i1.p1","K11594"
"TRINITY_DN3043_c0_g3_i4.p1","K11599"
"TRINITY_DN457900_c0_g1_i1.p1","K11600"
"TRINITY_DN108749_c0_g1_i1.p2","K11628"
"TRINITY_DN232942_c0_g1_i1.p1","K11654"
"TRINITY_DN127188_c0_g1_i1.p1","K11687"
"TRINITY_DN145143_c0_g1_i1.p1","K11699"
"TRINITY_DN326891_c0_g1_i2.p1","K11703"
"TRINITY_DN393849_c0_g1_i1.p1","K11713"
"TRINITY_DN416654_c0_g1_i1.p1","K11714"
"TRINITY_DN106626_c0_g1_i1.p1","K11717"
"TRINITY_DN42164_c0_g1_i2.p1","K11718"
"TRINITY_DN2182_c0_g2_i2.p1","K11726"
"TRINITY_DN12416_c0_g1_i1.p1","K11751"
"TRINITY_DN97804_c0_g1_i2.p1","K11787"
"TRINITY_DN22440_c0_g1_i2.p1","K11804"
"TRINITY_DN114628_c0_g1_i3.p1","K11805"
"TRINITY_DN139404_c0_g1_i1.p1","K11806"
"TRINITY_DN42004_c0_g1_i1.p1","K11808"
"TRINITY_DN31233_c0_g1_i3.p1","K11824"
"TRINITY_DN270565_c0_g1_i1.p1","K11826"
